"argomento_normalizzato","lemma_normalizzato","occorrenze_lemma","chiave_semantica","varianti_nella_chiave_semantica","macrocategoria","occorrenze_macrocategoria","esito_revisione","blocco_principale","testo_originale","azione_editoriale","gruppo_editoriale","tipo_accorpamento","occorrenze_gruppo_editoriale","tipo_indicatore","natura","occorrenze_in_slide_distinte","area","codice_blocco","titolo_blocco","file","numero_slide","titolo_slide","stato_verifica_contenuto","data_verifica_contenuto","hash_verifica_contenuto","riferimento"
"driver","driver","3","driver","1","aggiornamenti e manutenzione software","32","tema condiviso con blocco principale","HS04 · Concetti fondamentali degli OS","driver","usare il blocco principale come riferimento","lemma: driver","voce autonoma o già distinta","3","grassetto","contenuto","3","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","6","Il ponte tra OS e hardware","non verificata","","","hs04-os-concetti.html#slide-6"
"driver","driver","3","driver","1","aggiornamenti e manutenzione software","32","tema condiviso con blocco principale","HS04 · Concetti fondamentali degli OS","🔌 Driver","usare il blocco principale come riferimento","lemma: driver","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","12","I concetti fondamentali degli OS","non verificata","","","hs04-os-concetti.html#slide-12"
"errore","errore","3","error","1","","0","ricorrenza rara verificata in contesti distinti","","Errore","mantenere distinta per contesto","lemma: errore","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Programmazione","PR01.02","Dati e codifica","pr01-02-dati-codifica.html","17","Domande da farsi quando si sceglie una rappresentazione","non verificata","","","pr01-02-dati-codifica.html#slide-17"
"errore","errore","3","error","1","","0","ricorrenza rara verificata in contesti distinti","","Errore","mantenere distinta per contesto","lemma: errore","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","12","Testare dopo il training","non verificata","","","pr03-02-createai.html#slide-12"
"errore","errore","3","error","1","","0","ricorrenza rara verificata in contesti distinti","","Errore","mantenere distinta per contesto","lemma: errore","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","21","Casi normali, limite ed errore","non verificata","","","pr05-02-python-strumenti.html#slide-21"
"errori","errori","3","error","1","","0","tema condiviso con blocco principale","IA01 · Concetti generali","errori","usare il blocco principale come riferimento","lemma: errori","voce autonoma o già distinta","3","grassetto","contenuto","3","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","6","Il ponte tra OS e hardware","non verificata","","","hs04-os-concetti.html#slide-6"
"errori","errori","3","error","1","intelligenza artificiale","29","tema condiviso con blocco principale","IA01 · Concetti generali","Errori","usare il blocco principale come riferimento","lemma: errori","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Reti e Web","RW01.04","Ricerca e Gestione delle Informazioni","rw01-04-ricerca.html","21","Limiti della traduzione automatica","non verificata","","","rw01-04-ricerca.html#slide-21"
"errori","errori","3","error","1","","0","tema condiviso con blocco principale","IA01 · Concetti generali","Errori","usare il blocco principale come riferimento","lemma: errori","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.12","Query nei fogli di calcolo","su03-12-query-fogli-calcolo.html","11","Unire tabelle con una chiave","non verificata","","","su03-12-query-fogli-calcolo.html#slide-11"
"falso","falso","3","fals","1","tipi di dato","81","progressione nello stesso blocco","PR01.02 · Dati e codifica","Falso","mantenere come progressione","lemma: falso","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","13","Valori di verità e condizioni","non verificata","","","su03-03-fondamenti-matematici.html#slide-13"
"falso","falso","3","fals","1","tipi di dato","81","progressione nello stesso blocco","PR01.02 · Dati e codifica","Falso","mantenere come progressione","lemma: falso","voce autonoma o già distinta","3","grassetto","contenuto","3","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","16","Implicazione","non verificata","","","su03-03-fondamenti-matematici.html#slide-16"
"falso","falso","3","fals","1","tipi di dato","81","progressione nello stesso blocco","PR01.02 · Dati e codifica","Falso","mantenere come progressione","lemma: falso","voce autonoma o già distinta","3","grassetto","contenuto","3","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","17","Equivalenza","non verificata","","","su03-03-fondamenti-matematici.html#slide-17"
"gdpr","gdpr","3","gdpr","1","privacy e protezione dati","33","tema condiviso con blocco principale","SD03 · Privacy, anonimato e pseudonimia","GDPR","usare il blocco principale come riferimento","lemma: gdpr","voce autonoma o già distinta","3","grassetto","contenuto","3","Reti e Web","RW01.05","Navigare con Spirito Critico","rw01-05-affidabilita.html","25","Monitoraggio in ambito aziendale","non verificata","","","rw01-05-affidabilita.html#slide-25"
"gdpr","gdpr","3","gdpr","1","privacy e protezione dati","33","tema condiviso con blocco principale","SD03 · Privacy, anonimato e pseudonimia","🇪🇺 GDPR","usare il blocco principale come riferimento","lemma: gdpr","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","7","Le principali normative","non verificata","","","sd05-assessment.html#slide-7"
"gdpr","gdpr","3","gdpr","1","privacy e protezione dati","33","tema condiviso con blocco principale","SD03 · Privacy, anonimato e pseudonimia","GDPR","usare il blocco principale come riferimento","lemma: gdpr","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","13","Regole, responsabilità e licenze","non verificata","","","sd05-assessment.html#slide-13"
"in excel","in excel","3","excel","1","fogli di calcolo","24","tema condiviso con blocco principale","SU03.01 · Sistema di lavoro","In Excel","usare il blocco principale come riferimento","lemma: in excel","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.16","Segmentazioni e slicer","su03-16-segmentazioni.html","3","Aggiungere uno slicer","non verificata","","","su03-16-segmentazioni.html#slide-3"
"in excel","in excel","3","excel","1","fogli di calcolo","24","tema condiviso con blocco principale","SU03.01 · Sistema di lavoro","⚠️ In Excel","usare il blocco principale come riferimento","lemma: in excel","voce autonoma o già distinta","3","etichetta","contenuto","3","Suite Ufficio","SU03.16","Segmentazioni e slicer","su03-16-segmentazioni.html","5","Un controllo, più tabelle","non verificata","","","su03-16-segmentazioni.html#slide-5"
"in excel","in excel","3","excel","1","fogli di calcolo","24","tema condiviso con blocco principale","SU03.01 · Sistema di lavoro","⚠️ In Excel","usare il blocco principale come riferimento","lemma: in excel","voce autonoma o già distinta","3","etichetta","contenuto","3","Suite Ufficio","SU03.17","Collegare fogli e file","su03-17-collegamenti-fogli.html","7","Non spezzare la catena","non verificata","","","su03-17-collegamenti-fogli.html#slide-7"
"incasso","incasso","3","incass","1","","0","ricorrenza rara verificata in contesti distinti","","Incasso","mantenere distinta per contesto","lemma: incasso","voce autonoma o già distinta","3","intestazione_tabella","contenuto","3","Suite Ufficio","SU03.08","Tabelle pivot","su03-08-tabelle-pivot.html","2","Quando la tabella è troppo lunga","non verificata","","","su03-08-tabelle-pivot.html#slide-2"
"incasso","incasso","3","incass","1","","0","ricorrenza rara verificata in contesti distinti","","Incasso","mantenere distinta per contesto","lemma: incasso","voce autonoma o già distinta","3","grassetto","contenuto","3","Suite Ufficio","SU03.08","Tabelle pivot","su03-08-tabelle-pivot.html","6","Incasso per servizio","non verificata","","","su03-08-tabelle-pivot.html#slide-6"
"incasso","incasso","3","incass","1","","0","ricorrenza rara verificata in contesti distinti","","Incasso","mantenere distinta per contesto","lemma: incasso","voce autonoma o già distinta","3","grassetto","contenuto","3","Suite Ufficio","SU03.09","Tabelle pivot avanzate","su03-09-tabelle-pivot-avanzate.html","2","La domanda viene prima dei campi","non verificata","","","su03-09-tabelle-pivot-avanzate.html#slide-2"
"intelligenza artificiale","intelligenza artificiale","3","artificial intelligenz","1","intelligenza artificiale","29","tema condiviso con blocco principale","IA01 · Concetti generali","intelligenza artificiale","usare il blocco principale come riferimento","lemma: intelligenza artificiale","voce autonoma o già distinta","3","grassetto","contenuto","3","Reti e Web","RW01.04","Ricerca e Gestione delle Informazioni","rw01-04-ricerca.html","9","Utilizzare frasi complete","non verificata","","","rw01-04-ricerca.html#slide-9"
"intelligenza artificiale","intelligenza artificiale","3","artificial intelligenz","1","intelligenza artificiale","29","tema condiviso con blocco principale","IA01 · Concetti generali","Intelligenza artificiale","usare il blocco principale come riferimento","lemma: intelligenza artificiale","voce autonoma o già distinta","3","etichetta","contenuto","3","Reti e Web","RW01.04","Ricerca e Gestione delle Informazioni","rw01-04-ricerca.html","19","Traduzione automatica","non verificata","","","rw01-04-ricerca.html#slide-19"
"intelligenza artificiale","intelligenza artificiale","3","artificial intelligenz","1","intelligenza artificiale","29","tema condiviso con blocco principale","IA01 · Concetti generali","intelligenza artificiale","usare il blocco principale come riferimento","lemma: intelligenza artificiale","voce autonoma o già distinta","3","grassetto","contenuto","3","Reti e Web","RW01.04","Ricerca e Gestione delle Informazioni","rw01-04-ricerca.html","19","Traduzione automatica","non verificata","","","rw01-04-ricerca.html#slide-19"
"intelligenza artificiale","intelligenza artificiale","3","artificial intelligenz","1","intelligenza artificiale","29","tema condiviso con blocco principale","IA01 · Concetti generali","Intelligenza Artificiale","usare il blocco principale come riferimento","lemma: intelligenza artificiale","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","15","Opportunità e responsabilità","non verificata","","","rw03-02-societa.html#slide-15"
"intestazioni","intestazioni","3","intestzion","1","documenti e videoscrittura","34","tema condiviso con blocco principale","SU02.01 · Mettere tutto per iscritto","Intestazioni","usare il blocco principale come riferimento","lemma: intestazioni","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.01","Il foglio di calcolo: sistema di lavoro","su03-01-sistema.html","3","Le parti dell' interfaccia","non verificata","","","su03-01-sistema.html#slide-3"
"intestazioni","intestazioni","3","intestzion","1","documenti e videoscrittura","34","tema condiviso con blocco principale","SU02.01 · Mettere tutto per iscritto","Intestazioni","usare il blocco principale come riferimento","lemma: intestazioni","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.08","Tabelle pivot","su03-08-tabelle-pivot.html","3","Prima regola: una riga = un record","non verificata","","","su03-08-tabelle-pivot.html#slide-3"
"intestazioni","intestazioni","3","intestzion","1","documenti e videoscrittura","34","tema condiviso con blocco principale","SU02.01 · Mettere tutto per iscritto","Intestazioni","usare il blocco principale come riferimento","lemma: intestazioni","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Suite Ufficio","SU03.10","Grafici nei fogli di calcolo","su03-10-grafici.html","3","Dati ordinati, grafico prevedibile","non verificata","","","su03-10-grafici.html#slide-3"
"intrattenimento","intrattenimento","3","intratteniment","1","","0","ricorrenza rara verificata in contesti distinti","","Intrattenimento","mantenere distinta per contesto","lemma: intrattenimento","voce autonoma o già distinta","3","titolo_h3","contenuto","3","Reti e Web","RW01.04","Ricerca e Gestione delle Informazioni","rw01-04-ricerca.html","22","Non tutte le ricerche sono uguali","non verificata","","","rw01-04-ricerca.html#slide-22"
